lat,long,date
25.17,-80.969,2015-04-18
25.172,-80.958,2015-04-18
25.177,-80.659,2015-05-29
25.185,-80.914,2015-07-14
25.2,-80.736,2015-05-19
25.561,-97.753,2015-07-23
25.587,-80.903,2015-07-11
25.592,-80.397,2015-05-30
25.599,-80.393,2015-05-30
25.628,-97.744,2015-08-14
25.628,-97.744,2015-08-14
25.628,-97.743,2015-08-14
25.632,-80.552,2015-01-22
25.655,-97.49,2015-05-01
25.66,-97.399,2015-07-16
25.669,-98.31,2015-09-05
25.71,-98.502,2015-08-28
25.727,-80.48,2015-04-20
25.763,-80.932,2015-02-03
25.773,-80.89,2015-02-03
25.78,-80.937,2015-02-03
25.787,-80.887,2015-02-03
25.79,-80.895,2015-02-03
25.798,-80.981,2015-02-04
25.814,-97.643,2015-08-06
25.829,-97.811,2015-08-03
25.835,-97.433,2015-06-27
25.882,-80.363,2015-08-16
25.882,-80.363,2015-08-16
25.885,-80.38,2015-09-04
25.894,-80.472,2015-02-13
25.909,-97.904,2015-08-03
25.909,-81.313,2015-02-23
25.926,-97.404,2015-08-28
25.931,-98.014,2015-07-21
25.938,-81.312,2015-02-17
25.939,-81.305,2015-02-17
25.949,-81.379,2015-02-04
25.951,-80.541,2015-08-19
25.951,-80.541,2015-08-19
25.951,-80.541,2015-08-19
25.955,-81.729,2015-07-03
25.955,-80.547,2015-08-19
25.955,-80.547,2015-08-19
25.955,-80.547,2015-08-19
25.957,-81.333,2015-02-24
25.961,-80.544,2015-08-19
25.961,-80.544,2015-08-19
25.961,-80.544,2015-08-19
25.963,-80.538,2015-08-19
25.965,-97.943,2015-08-14
25.965,-97.943,2015-08-14
25.965,-97.943,2015-08-14
25.976,-98.308,2015-08-16
25.982,-80.526,2015-08-20
25.985,-97.952,2015-08-15
25.987,-81.079,2015-07-11
25.988,-81.058,2015-07-12
25.989,-81.125,2015-05-21
25.991,-81.151,2015-05-20
25.993,-81.189,2015-03-05
25.997,-98.316,2015-02-20
25.999,-81.574,2015-08-06
25.999,-80.968,2015-07-05
26.003,-98.325,2015-07-23
26.004,-80.5,2015-08-21
26.005,-81.127,2015-05-19
26.006,-98.314,2015-08-24
26.006,-98.314,2015-08-24
26.006,-98.314,2015-08-24
26.006,-98.303,2015-02-20
26.006,-81.138,2015-05-19
26.008,-81.149,2015-05-19
26.01,-81.103,2015-05-19
26.011,-98.486,2015-03-12
26.011,-81.15,2015-05-18
26.011,-80.503,2015-08-21
26.011,-80.503,2015-08-21
26.012,-81.114,2015-05-19
26.013,-80.514,2015-08-21
26.013,-80.514,2015-08-21
26.013,-80.514,2015-08-21
26.014,-98.132,2015-08-06
26.014,-81.125,2015-05-19
26.016,-81.107,2015-05-19
26.018,-81.152,2015-05-18
26.02,-81.141,2015-05-18
26.021,-98.711,2015-09-05
26.021,-81.137,2015-05-17
26.025,-81.114,2015-05-20
26.025,-81.108,2015-05-18
26.027,-81.097,2015-05-18
26.028,-97.65,2015-04-28
26.028,-81.554,2015-02-13
26.028,-81.086,2015-05-17
26.03,-81.097,2015-05-17
26.03,-80.736,2015-02-10
26.031,-97.677,2015-04-30
26.031,-81.466,2015-04-19
26.033,-80.753,2015-02-10
26.035,-81.536,2015-02-04
26.035,-81.091,2015-05-16
26.036,-81.129,2015-05-15
26.037,-81.555,2015-02-13
26.037,-81.526,2015-02-04
26.037,-81.462,2015-01-28
26.039,-98.186,2015-02-09
26.039,-81.544,2015-02-13
26.039,-81.134,2015-05-15
26.039,-80.774,2015-02-10
26.04,-97.647,2015-04-28
26.041,-81.548,2015-01-31
26.042,-81.548,2015-04-19
26.042,-81.503,2015-02-24
26.044,-81.127,2015-05-13
26.045,-81.153,2015-05-15
26.046,-81.092,2015-05-16
26.046,-81.09,2015-05-16
26.046,-80.777,2015-02-20
26.046,-80.742,2015-02-10
26.047,-81.557,2015-02-13
26.047,-80.767,2015-02-20
26.048,-81.546,2015-02-13
26.048,-81.078,2015-05-15
26.049,-98.049,2015-07-28
26.049,-81.074,2015-05-18
26.051,-81.537,2015-01-29
26.052,-81.127,2015-05-14
26.052,-81.093,2015-05-14
26.053,-97.833,2015-06-09
26.054,-80.778,2015-02-10
26.054,-80.778,2015-02-20
26.056,-81.083,2015-05-16
26.059,-97.843,2015-06-06
26.065,-81.677,2015-04-16
26.065,-81.109,2015-05-10
26.067,-98.364,2015-08-03
26.067,-81.073,2015-05-20
26.068,-81.121,2015-05-11
26.069,-81.098,2015-05-16
26.069,-80.745,2015-01-28
26.071,-98.502,2015-08-16
26.071,-98.502,2015-08-16
26.075,-81.752,2015-03-16
26.076,-81.765,2015-03-29
26.077,-81.762,2015-03-16
26.077,-81.12,2015-05-10
26.078,-80.747,2015-01-28
26.079,-81.74,2015-03-29
26.081,-98.162,2015-02-11
26.081,-81.759,2015-03-29
26.082,-81.111,2015-05-09
26.085,-81.746,2015-03-29
26.086,-81.76,2015-03-16
26.087,-81.118,2015-05-10
26.09,-81.767,2015-02-23
26.091,-81.369,2015-03-03
26.095,-80.675,2015-06-07
26.098,-81.762,2015-01-06
26.101,-81.758,2015-02-12
26.103,-80.666,2015-06-08
26.106,-98.291,2015-08-02
26.112,-81.606,2015-05-09
26.113,-81.596,2015-05-09
26.118,-98.551,2015-07-27
26.118,-97.732,2015-07-30
26.127,-98.363,2015-07-29
26.129,-98.349,2015-07-29
26.129,-98.349,2015-08-19
26.129,-98.349,2015-08-19
26.13,-98.533,2015-07-29
26.132,-98.519,2015-07-29
26.135,-98.505,2015-07-29
26.139,-97.298,2015-04-07
26.141,-98.535,2015-07-28
26.141,-97.309,2015-04-07
26.156,-81.758,2015-07-23
26.168,-97.312,2015-03-03
26.172,-81.794,2015-02-19
26.173,-98.703,2015-08-07
26.173,-98.703,2015-08-07
26.173,-98.703,2015-08-07
26.173,-98.586,2015-07-19
26.173,-97.912,2015-02-18
26.177,-80.39,2015-05-23
26.185,-98.658,2015-08-11
26.185,-98.658,2015-08-11
26.19,-81.153,2015-05-15
26.194,-98.521,2015-07-22
26.195,-81.378,2015-01-19
26.195,-81.131,2015-05-20
26.196,-81.14,2015-05-16
26.197,-81.113,2015-05-15
26.198,-81.125,2015-05-16
26.199,-81.624,2015-02-25
26.206,-80.849,2015-04-26
26.209,-81.111,2015-05-16
26.21,-81.101,2015-05-16
26.213,-81.143,2015-05-15
26.213,-80.837,2015-03-22
26.22,-98.443,2015-07-28
26.221,-99.468,2015-08-02
26.224,-97.936,2015-01-29
26.227,-80.866,2015-02-08
26.229,-97.91,2015-01-29
26.229,-81.458,2015-08-05
26.23,-97.942,2015-01-29
26.23,-81.105,2015-05-21
26.231,-81.116,2015-05-21
26.232,-99.367,2015-08-06
26.233,-81.12,2015-05-19
26.24,-81.532,2015-02-19
26.246,-80.845,2015-03-23
26.254,-81.324,2015-05-18
26.256,-81.314,2015-05-18
26.259,-80.856,2015-03-23
26.26,-97.862,2015-02-12
26.262,-98.064,2015-09-03
26.262,-97.916,2015-06-11
26.263,-98.787,2015-08-07
26.263,-98.787,2015-08-07
26.263,-98.787,2015-08-07
26.274,-80.931,2015-02-24
26.275,-98.79,2015-08-07
26.275,-98.79,2015-08-07
26.278,-80.907,2015-08-05
26.278,-80.898,2015-02-03
26.284,-81.059,2015-06-25
26.285,-80.914,2015-08-28
26.286,-80.934,2015-02-24
26.291,-81.362,2015-03-15
26.298,-81.355,2015-01-28
26.304,-81.725,2015-03-17
26.304,-81.04,2015-05-01
26.307,-81.712,2015-03-25
26.315,-97.917,2015-07-13
26.315,-81.712,2015-05-18
26.316,-81.037,2015-05-01
26.316,-80.918,2015-06-23
26.318,-80.92,2015-08-19
26.318,-80.92,2015-08-19
26.318,-80.92,2015-08-19
26.319,-80.925,2015-05-22
26.32,-97.92,2015-07-12
26.32,-80.907,2015-07-13
26.321,-80.943,2015-07-20
26.321,-80.914,2015-05-24
26.322,-81.097,2015-02-24
26.323,-80.937,2015-05-15
26.323,-80.921,2015-07-13
26.324,-80.908,2015-08-05
26.326,-80.919,2015-04-04
26.328,-80.93,2015-07-27
26.331,-80.912,2015-08-24
26.332,-80.919,2015-05-31
26.334,-81.032,2015-08-25
26.336,-98.938,2015-08-03
26.338,-98.598,2015-07-10
26.343,-80.249,2015-06-04
26.345,-98.92,2015-08-18
26.345,-98.92,2015-08-18
26.345,-98.92,2015-08-18
26.354,-98.087,2015-06-17
26.355,-80.76,2015-07-02
26.357,-98.211,2015-02-18
26.358,-98.787,2015-07-26
26.358,-98.783,2015-07-27
26.361,-80.779,2015-07-09
26.362,-97.784,2015-07-28
26.363,-98.781,2015-07-26
26.364,-80.479,2015-05-26
26.365,-81.464,2015-06-12
26.365,-80.738,2015-07-03
26.367,-97.79,2015-07-28
26.369,-80.393,2015-07-05
26.37,-97.751,2015-07-28
26.371,-80.743,2015-07-02
26.376,-80.744,2015-07-03
26.376,-80.737,2015-07-03
26.378,-99.048,2015-07-17
26.378,-80.395,2015-07-05
26.38,-98.927,2015-08-02
26.381,-80.404,2015-07-04
26.388,-80.396,2015-07-05
26.389,-81.384,2015-02-19
26.39,-80.784,2015-07-03
26.39,-80.493,2015-05-23
26.393,-98.266,2015-02-18
26.395,-98.215,2015-02-10
26.396,-99.093,2015-08-05
26.397,-80.806,2015-07-03
26.398,-80.796,2015-07-03
26.404,-97.981,2015-08-05
26.406,-80.807,2015-07-03
26.408,-80.787,2015-07-03
26.409,-81.006,2015-03-06
26.409,-80.444,2015-06-24
26.41,-80.457,2015-06-24
26.413,-81.622,2015-02-11
26.413,-80.965,2015-03-18
26.416,-81.296,2015-04-01
26.418,-80.477,2015-05-23
26.422,-80.464,2015-05-23
26.422,-80.173,2015-05-23
26.423,-97.918,2015-02-26
26.424,-97.912,2015-02-26
26.426,-99.143,2015-07-02
26.428,-98.438,2015-02-18
26.428,-81.01,2015-07-21
26.434,-80.482,2015-01-31
26.435,-80.79,2015-06-18
26.437,-81.722,2015-02-12
26.442,-97.911,2015-02-26
26.445,-80.79,2015-06-17
26.451,-80.551,2015-03-20
26.452,-81.293,2015-03-03
26.452,-80.564,2015-03-20
26.454,-80.814,2015-01-05
26.459,-80.683,2015-07-10
26.459,-80.521,2015-01-19
26.46,-80.688,2015-07-09
26.461,-80.675,2015-07-11
26.463,-81.296,2015-03-03
26.463,-80.673,2015-07-09
26.464,-80.816,2015-01-05
26.465,-80.67,2015-07-10
26.466,-81.28,2015-03-03
26.466,-80.871,2015-02-04
26.466,-80.803,2015-01-05
26.467,-80.861,2015-02-04
26.467,-80.859,2015-02-03
26.467,-80.694,2015-07-09
26.467,-80.686,2015-07-12
26.467,-80.678,2015-07-11
26.467,-80.677,2015-07-12
26.467,-80.674,2015-07-09
26.467,-80.67,2015-07-07
26.468,-80.684,2015-07-17
26.468,-80.683,2015-07-09
26.468,-80.676,2015-07-12
26.469,-80.675,2015-07-09
26.471,-80.69,2015-07-09
26.471,-80.674,2015-07-08
26.471,-80.674,2015-07-15
26.471,-80.673,2015-07-11
26.471,-80.67,2015-07-09
26.471,-80.668,2015-07-09
26.472,-80.681,2015-07-10
26.472,-80.681,2015-07-21
26.472,-80.679,2015-07-07
26.472,-80.676,2015-07-13
26.473,-80.702,2015-01-17
26.473,-80.672,2015-07-14
26.474,-98.134,2015-04-29
26.474,-80.687,2015-01-17
26.474,-80.672,2015-07-11
26.475,-80.68,2015-07-22
26.475,-80.667,2015-07-11
26.476,-80.886,2015-06-22
26.476,-80.677,2015-07-11
26.476,-80.67,2015-07-10
26.477,-80.686,2015-07-11
26.477,-80.674,2015-07-15
26.477,-80.668,2015-07-08
26.478,-80.826,2015-03-19
26.478,-80.68,2015-07-05
26.478,-80.68,2015-07-17
26.478,-80.667,2015-07-07
26.48,-80.677,2015-07-09
26.481,-81.295,2015-03-16
26.481,-80.819,2015-03-14
26.481,-80.81,2015-03-19
26.481,-80.726,2015-06-22
26.481,-80.686,2015-07-14
26.481,-80.674,2015-07-12
26.485,-80.891,2015-06-19
26.485,-80.89,2015-05-21
26.485,-80.885,2015-06-22
26.486,-80.793,2015-03-14
26.488,-81.013,2015-08-25
26.49,-80.799,2015-03-14
26.49,-80.759,2015-01-30
26.491,-97.866,2015-07-26
26.491,-97.714,2015-06-17
26.491,-80.449,2015-07-11
26.493,-80.816,2015-03-14
26.496,-80.426,2015-07-11
26.497,-80.429,2015-07-12
26.503,-80.438,2015-07-12
26.503,-80.4,2015-07-14
26.505,-80.685,2015-02-11
26.505,-80.211,2015-07-17
26.513,-80.761,2015-06-22
26.513,-80.494,2015-01-27
26.515,-97.283,2015-08-27
26.515,-80.506,2015-01-27
26.516,-80.957,2015-08-25
26.516,-80.685,2015-02-12
26.517,-81.857,2015-08-23
26.518,-81.857,2015-08-23
26.518,-81.857,2015-08-23
26.518,-80.425,2015-07-12
26.52,-81.862,2015-08-24
26.52,-81.862,2015-08-24
26.52,-81.862,2015-08-24
26.52,-80.413,2015-07-12
26.521,-97.285,2015-06-02
26.521,-81.279,2015-01-10
26.524,-80.578,2015-01-26
26.525,-80.718,2015-06-22
26.526,-80.61,2015-01-28
26.527,-80.6,2015-01-28
26.528,-80.865,2015-01-22
26.529,-80.809,2015-03-18
26.529,-80.572,2015-07-15
26.529,-80.42,2015-07-12
26.53,-97.718,2015-08-15
26.53,-97.718,2015-08-15
26.53,-80.679,2015-02-08
26.53,-80.574,2015-06-20
26.531,-80.971,2015-04-16
26.532,-80.423,2015-07-12
26.534,-80.896,2015-03-04
26.536,-80.418,2015-07-11
26.537,-80.452,2015-02-12
26.537,-80.253,2015-04-15
26.538,-80.824,2015-06-29
26.538,-80.647,2015-02-17
26.539,-81.302,2015-01-19
26.544,-80.82,2015-03-24
26.544,-80.279,2015-04-15
26.548,-81.304,2015-01-19
26.548,-80.637,2015-02-17
26.549,-80.718,2015-01-11
26.549,-80.505,2015-06-24
26.549,-80.422,2015-07-11
26.55,-80.25,2015-04-15
26.551,-80.729,2015-01-11
26.552,-99.021,2015-01-19
26.553,-80.452,2015-07-11
26.555,-80.811,2015-01-23
26.557,-99.029,2015-01-19
26.558,-80.463,2015-03-03
26.558,-80.429,2015-07-11
26.559,-80.716,2015-01-11
26.56,-81.955,2015-07-20
26.56,-80.641,2015-06-15
26.561,-80.687,2015-06-18
26.561,-80.644,2015-06-22
26.562,-80.629,2015-07-14
26.563,-80.926,2015-04-10
26.566,-80.455,2015-07-11
26.567,-80.814,2015-01-23
26.571,-97.322,2015-09-03
26.572,-80.628,2015-03-04
26.573,-80.92,2015-01-06
26.574,-81.851,2015-08-21
26.574,-81.851,2015-08-21
26.574,-80.6,2015-05-31
26.576,-81.307,2015-02-16
26.579,-80.44,2015-07-10
26.581,-80.917,2015-01-05
26.583,-80.433,2015-07-10
26.585,-97.326,2015-09-03
26.585,-80.438,2015-07-10
26.587,-80.434,2015-07-10
26.589,-81.222,2015-02-04
26.589,-81.036,2015-06-18
26.593,-81.248,2015-02-11
26.593,-80.791,2015-01-03
26.593,-80.584,2015-02-09
26.594,-81.238,2015-02-11
26.594,-80.523,2015-08-13
26.594,-80.523,2015-08-13
26.595,-80.781,2015-01-03
26.595,-80.443,2015-07-10
26.596,-81.228,2015-02-11
26.596,-80.525,2015-08-22
26.597,-80.896,2015-06-24
26.598,-81.554,2015-02-11
26.598,-80.859,2015-02-18
26.598,-80.516,2015-08-11
26.598,-80.516,2015-08-11
26.598,-80.516,2015-08-11
26.599,-80.561,2015-06-09
26.6,-80.89,2015-06-26
26.6,-80.817,2015-01-06
26.6,-80.567,2015-06-08
26.601,-80.889,2015-05-23
26.601,-80.543,2015-01-13
26.602,-81.249,2015-02-11
26.603,-81.547,2015-02-12
26.603,-80.783,2015-01-03
26.604,-80.891,2015-03-02
26.605,-81.558,2015-02-12
26.605,-80.936,2015-02-02
26.605,-80.905,2015-03-01
26.606,-80.894,2015-03-01
26.607,-80.86,2015-02-18
26.608,-80.777,2015-01-11
26.609,-80.532,2015-01-13
26.61,-80.788,2015-01-11
26.61,-80.655,2015-03-15
26.61,-80.542,2015-01-13
26.611,-80.76,2015-06-20
26.611,-80.628,2015-09-05
26.611,-80.424,2015-07-09
26.613,-80.758,2015-06-08
26.614,-80.769,2015-05-21
26.614,-80.757,2015-06-22
26.615,-80.768,2015-06-22
26.615,-80.626,2015-08-24
26.615,-80.626,2015-08-24
26.615,-80.626,2015-08-24
26.617,-80.631,2015-08-25
26.618,-80.849,2015-02-17
26.619,-80.856,2015-02-17
26.621,-80.971,2015-03-05
26.622,-80.595,2015-01-06
26.623,-80.87,2015-02-14
26.623,-80.501,2015-07-01
26.624,-80.944,2015-01-25
26.624,-80.5,2015-06-01
26.624,-80.412,2015-07-09
26.625,-80.557,2015-02-09
26.625,-80.5,2015-06-29
26.627,-80.478,2015-02-23
26.628,-80.916,2015-01-25
26.629,-80.53,2015-01-04
26.63,-80.772,2015-03-20
26.631,-82.037,2015-07-01
26.632,-80.407,2015-07-10
26.634,-81.772,2015-04-08
26.635,-97.349,2015-06-24
26.635,-80.663,2015-03-19
26.636,-81.784,2015-04-08
26.636,-80.157,2015-06-17
26.639,-80.587,2015-08-24
26.639,-80.587,2015-08-24
26.64,-80.85,2015-02-04
26.642,-80.783,2015-03-20
26.643,-80.864,2015-02-03
26.643,-80.673,2015-02-23
26.644,-81.362,2015-03-04
26.644,-80.684,2015-02-23
26.65,-98.848,2015-05-01
26.65,-81.495,2015-02-20
26.651,-81.485,2015-02-20
26.665,-80.469,2015-05-31
26.666,-80.47,2015-06-09
26.667,-80.916,2015-02-12
26.668,-80.938,2015-02-23
26.668,-80.729,2015-02-25
26.668,-80.462,2015-06-08
26.67,-80.505,2015-01-13
26.671,-80.514,2015-01-13
26.674,-81.45,2015-03-02
26.677,-80.713,2015-03-29
26.677,-80.477,2015-02-14
26.68,-81.272,2015-07-20
26.681,-80.922,2015-02-13
26.681,-80.638,2015-01-26
26.682,-81.277,2015-09-06
26.683,-81.271,2015-07-12
26.684,-80.419,2015-02-02
26.686,-80.618,2015-02-19
26.686,-80.439,2015-02-02
26.688,-80.935,2015-08-25
26.688,-80.934,2015-09-03
26.691,-80.937,2015-04-16
26.692,-80.358,2015-06-18
26.693,-81.281,2015-02-18
26.695,-80.87,2015-02-28
26.699,-80.482,2015-02-07
26.7,-80.493,2015-02-07
26.704,-80.846,2015-02-13
26.706,-81.394,2015-02-12
26.706,-81.367,2015-03-22
26.713,-81.349,2015-02-15
26.715,-81.02,2015-01-17
26.719,-81.053,2015-01-04
26.72,-81.381,2015-02-15
26.72,-81.36,2015-02-14
26.725,-81.366,2015-02-07
26.725,-80.897,2015-02-18
26.725,-80.474,2015-02-12
26.726,-81.378,2015-02-07
26.728,-81.309,2015-03-02
26.729,-81.32,2015-03-02
26.73,-80.988,2015-01-08
26.73,-80.969,2015-02-11
26.732,-81.373,2015-02-15
26.734,-80.557,2015-03-12
26.734,-80.535,2015-08-22
26.734,-80.535,2015-08-22
26.734,-80.535,2015-08-22
26.737,-81.133,2015-01-02
26.737,-80.539,2015-03-12
26.739,-80.598,2015-01-27
26.74,-80.969,2015-01-08
26.741,-80.607,2015-01-21
26.742,-80.614,2015-01-21
26.745,-81.677,2015-03-10
26.749,-80.516,2015-01-30
26.753,-80.644,2015-01-15
26.755,-81.987,2015-03-10
26.755,-81.782,2015-01-29
26.756,-81.439,2015-03-16
26.757,-80.652,2015-01-16
26.757,-80.652,2015-01-16
26.757,-80.632,2015-01-16
26.757,-80.632,2015-01-16
26.757,-80.606,2015-08-24
26.757,-80.606,2015-08-24
26.758,-81.806,2015-03-16
26.761,-80.604,2015-02-12
26.762,-80.616,2015-02-12
26.766,-80.466,2015-08-09
26.766,-80.466,2015-08-09
26.767,-81.805,2015-03-16
26.771,-81.968,2015-07-10
26.771,-81.716,2015-01-19
26.775,-82.004,2015-05-24
26.775,-81.976,2015-07-10
26.781,-81.981,2015-06-17
26.782,-81.708,2015-01-19
26.785,-81.587,2015-01-30
26.785,-80.555,2015-02-23
26.786,-80.563,2015-01-17
26.787,-80.686,2015-03-05
26.788,-81.529,2015-08-23
26.789,-80.663,2015-02-11
26.789,-80.39,2015-06-27
26.79,-81.601,2015-01-30
26.791,-81.224,2015-06-22
26.791,-80.548,2015-02-23
26.793,-81.584,2015-01-30
26.793,-80.561,2015-02-24
26.793,-80.473,2015-06-06
26.794,-81.059,2015-01-22
26.794,-80.655,2015-02-11
26.795,-81.017,2015-02-07
26.795,-80.475,2015-08-09
26.796,-81.029,2015-02-07
26.796,-80.474,2015-08-09
26.796,-80.474,2015-08-09
26.797,-81.528,2015-08-23
26.797,-81.101,2015-03-17
26.797,-80.599,2015-07-14
26.798,-81.107,2015-03-17
26.798,-80.598,2015-06-29
26.799,-80.561,2015-01-17
26.8,-80.356,2015-08-10
26.801,-81.885,2015-03-10
26.801,-81.604,2015-01-30
26.801,-80.59,2015-06-22
26.802,-80.6,2015-07-22
26.803,-80.645,2015-02-07
26.803,-80.599,2015-06-22
26.803,-80.588,2015-06-04
26.803,-80.587,2015-06-24
26.804,-81.871,2015-03-10
26.804,-80.601,2015-06-21
26.805,-80.656,2015-02-07
26.805,-80.6,2015-06-24
26.806,-81.571,2015-01-22
26.807,-80.594,2015-07-10
26.807,-80.591,2015-07-20
26.81,-81.867,2015-03-10
26.81,-81.524,2015-07-13
26.811,-80.361,2015-06-19
26.814,-81.873,2015-03-10
26.814,-81.066,2015-02-04
26.815,-81.1,2015-03-17
26.816,-81.105,2015-03-17
26.817,-81.781,2015-03-12
26.819,-81.763,2015-03-12
26.82,-81.415,2015-01-06
26.822,-81.426,2015-01-06
26.826,-81.863,2015-03-10
26.83,-82.176,2015-03-31
26.83,-81.357,2015-01-17
26.832,-81.626,2015-02-19
26.832,-81.59,2015-02-25
26.833,-81.577,2015-02-25
26.835,-80.353,2015-03-25
26.836,-81.13,2015-04-11
26.837,-81.854,2015-01-22
26.838,-81.866,2015-01-22
26.84,-81.779,2015-03-12
26.841,-99.322,2015-08-11
26.841,-81.165,2015-08-25
26.841,-80.588,2015-07-05
26.842,-99.322,2015-08-11
26.842,-81.749,2015-01-17
26.842,-80.582,2015-07-20
26.842,-80.542,2015-01-26
26.843,-80.59,2015-07-21
26.843,-80.586,2015-07-22
26.844,-81.349,2015-03-11
26.845,-80.587,2015-07-12
26.845,-80.587,2015-08-22
26.845,-80.587,2015-08-22
26.846,-80.588,2015-06-08
26.846,-80.588,2015-07-30
26.846,-80.588,2015-08-13
26.846,-80.588,2015-08-13
26.846,-80.588,2015-08-13
26.846,-80.587,2015-05-21
26.846,-80.587,2015-07-24
26.846,-80.586,2015-05-28
26.846,-80.579,2015-06-06
26.847,-81.922,2015-03-17
26.847,-81.338,2015-03-10
26.847,-81.198,2015-01-18
26.847,-81.191,2015-01-15
26.847,-80.585,2015-07-12
26.847,-80.575,2015-01-26
26.849,-81.585,2015-03-04
26.849,-80.591,2015-06-26
26.85,-81.908,2015-01-30
26.85,-81.893,2015-01-30
26.85,-81.882,2015-01-28
26.85,-80.586,2015-07-17
26.853,-98.909,2015-06-02
26.853,-81.891,2015-01-30
26.853,-80.533,2015-01-26
26.858,-81.93,2015-03-17
26.859,-98.222,2015-01-20
26.861,-81.677,2015-01-19
26.861,-81.46,2015-03-11
26.863,-98.034,2015-02-26
26.863,-81.439,2015-03-11
26.865,-82.182,2015-04-19
26.865,-81.893,2015-01-30
26.866,-82.193,2015-04-19
26.867,-81.444,2015-03-18
26.868,-81.613,2015-01-04
26.869,-81.669,2015-01-07
26.869,-81.623,2015-01-04
26.87,-82.189,2015-04-23
26.871,-80.425,2015-06-18
26.872,-81.9,2015-01-30
26.872,-81.441,2015-04-24
26.873,-81.914,2015-01-30
26.874,-81.445,2015-04-24
26.874,-81.445,2015-04-24
26.874,-81.326,2015-04-15
26.875,-81.632,2015-02-10
26.875,-81.186,2015-07-13
26.876,-82.312,2015-05-24
26.876,-80.527,2015-04-16
26.877,-81.802,2015-02-03
26.877,-80.516,2015-04-16
26.877,-80.395,2015-05-13
26.879,-81.943,2015-02-13
26.879,-80.376,2015-05-14
26.881,-81.82,2015-01-29
26.881,-81.804,2015-02-03
26.881,-81.797,2015-02-03
26.881,-80.387,2015-05-14
26.881,-80.368,2015-05-14
26.882,-81.136,2015-07-01
26.883,-81.959,2015-03-17
26.884,-81.61,2015-02-06
26.888,-81.643,2015-02-11
26.888,-81.339,2015-04-15
26.889,-81.332,2015-04-15
26.89,-80.564,2015-01-17
26.891,-81.851,2015-02-12
26.891,-81.759,2015-02-03
26.891,-81.618,2015-02-04
26.891,-80.407,2015-05-12
26.892,-81.7,2015-01-29
26.892,-81.608,2015-02-04
26.893,-81.893,2015-03-11
26.893,-81.861,2015-02-12
26.894,-81.786,2015-02-03
26.895,-81.835,2015-02-10
26.896,-81.921,2015-07-22
26.896,-81.901,2015-03-20
26.896,-81.798,2015-02-03
26.896,-81.646,2015-02-12
26.897,-81.913,2015-03-11
26.898,-81.916,2015-03-20
26.899,-81.636,2015-02-03
26.905,-81.83,2015-07-10
26.908,-97.835,2015-03-24
26.908,-97.795,2015-03-24
26.908,-81.942,2015-01-07
26.91,-81.796,2015-03-17
26.912,-81.919,2015-01-07
26.914,-81.814,2015-07-10
26.916,-81.829,2015-07-10
26.917,-81.871,2015-03-30
26.919,-97.805,2015-03-24
26.919,-81.795,2015-04-08
26.919,-81.756,2015-04-08
26.92,-80.565,2015-03-04
26.921,-97.977,2015-03-24
26.921,-81.787,2015-04-02
26.921,-81.768,2015-04-08
26.923,-97.633,2015-03-28
26.923,-81.878,2015-03-30
26.924,-97.954,2015-03-24
26.925,-81.909,2015-01-27
26.927,-97.94,2015-03-24
26.928,-81.776,2015-04-06
26.929,-97.951,2015-03-24
26.931,-80.563,2015-03-04
26.932,-81.421,2015-03-06
26.935,-97.963,2015-03-24
26.935,-81.93,2015-01-07
26.937,-80.555,2015-05-09
26.939,-80.576,2015-05-09
26.94,-81.144,2015-05-14
26.943,-97.639,2015-03-28
26.943,-81.136,2015-05-21
26.943,-80.58,2015-05-09
26.943,-80.558,2015-03-30
26.945,-82.318,2015-04-15
26.951,-80.574,2015-05-09
26.951,-80.56,2015-03-31
26.954,-80.569,2015-05-09
26.955,-97.728,2015-03-24
26.955,-82.273,2015-03-04
26.955,-82.264,2015-04-15
26.955,-80.58,2015-07-13
26.957,-97.704,2015-03-24
26.957,-97.418,2015-08-18
26.958,-82.277,2015-04-15
26.958,-80.444,2015-08-24
26.958,-80.444,2015-08-24
26.958,-80.443,2015-08-24
26.961,-97.697,2015-03-24
26.962,-80.564,2015-07-13
26.963,-82.29,2015-01-29
26.963,-80.573,2015-05-09
26.964,-80.524,2015-01-17
26.964,-80.452,2015-01-29
26.964,-80.307,2015-02-03
26.965,-80.578,2015-07-13
26.966,-80.461,2015-01-29
26.967,-82.26,2015-03-04
26.968,-82.284,2015-01-28
26.969,-97.73,2015-03-24
26.969,-81.823,2015-02-15
26.97,-81.847,2015-02-15
26.972,-80.577,2015-03-31
26.972,-80.466,2015-01-31
26.974,-80.332,2015-04-09
26.975,-97.699,2015-03-24
26.975,-81.847,2015-02-15
26.975,-80.462,2015-01-30
26.98,-80.564,2015-05-01
26.982,-97.731,2015-03-24
26.984,-97.707,2015-03-24
26.984,-81.629,2015-02-13
26.987,-80.541,2015-06-15
26.988,-80.552,2015-06-15
26.989,-80.563,2015-05-07
26.989,-80.108,2015-07-09
26.991,-80.562,2015-05-01
26.992,-80.112,2015-06-23
26.993,-80.118,2015-06-23
26.994,-97.752,2015-03-24
26.995,-80.579,2015-05-01
26.996,-97.763,2015-03-24
26.997,-81.13,2015-03-06
26.997,-80.542,2015-08-24
26.997,-80.542,2015-08-24
26.997,-80.542,2015-08-24
26.997,-80.11,2015-06-23
26.998,-81.725,2015-02-13
