lat,long,date
42.142,-120.067,2015-02-19
42.142,-90.055,2015-04-11
42.143,-119.985,2015-02-23
42.144,-90.362,2015-04-11
42.145,-119.972,2015-02-23
42.146,-119.909,2015-02-16
42.147,-124.241,2015-03-09
42.147,-120.955,2015-04-21
42.149,-124.254,2015-03-09
42.15,-119.968,2015-02-24
42.152,-119.942,2015-02-24
42.153,-120.047,2015-01-29
42.154,-119.982,2015-02-23
42.154,-119.95,2015-02-24
42.156,-121.822,2015-03-02
42.156,-104.452,2015-02-07
42.161,-124.254,2015-02-21
42.163,-120.971,2015-04-22
42.165,-120.753,2015-03-05
42.165,-119.975,2015-02-24
42.165,-85.938,2015-05-01
42.168,-92.142,2015-03-31
42.17,-92.154,2015-03-31
42.176,-96.28,2015-03-21
42.178,-120.641,2015-02-24
42.179,-120.737,2015-03-07
42.18,-86.341,2015-04-15
42.182,-120.762,2015-03-06
42.182,-120.759,2015-03-07
42.184,-120.738,2015-03-06
42.185,-120.764,2015-03-07
42.185,-120.76,2015-03-04
42.185,-96.025,2015-04-23
42.186,-120.788,2015-04-28
42.187,-120.772,2015-03-04
42.188,-120.775,2015-04-28
42.188,-84.005,2015-04-11
42.19,-88.465,2015-04-17
42.192,-92.016,2015-04-23
42.194,-120.791,2015-04-30
42.194,-120.772,2015-04-28
42.194,-92.011,2015-04-23
42.195,-120.791,2015-04-28
42.196,-89.196,2015-03-20
42.197,-90.252,2015-07-23
42.198,-120.772,2015-04-30
42.198,-113.546,2015-02-10
42.199,-120.773,2015-04-30
42.2,-120.785,2015-04-30
42.203,-120.789,2015-04-22
42.203,-92.843,2015-04-11
42.204,-120.77,2015-04-22
42.204,-96.624,2015-04-01
42.205,-120.795,2015-04-30
42.208,-84.379,2015-03-28
42.209,-120.782,2015-04-30
42.209,-89.955,2015-04-11
42.21,-90.907,2015-04-04
42.21,-72.551,2015-04-01
42.211,-121.887,2015-02-17
42.213,-121.883,2015-02-28
42.215,-103.525,2015-03-22
42.217,-120.781,2015-01-29
42.221,-91.591,2015-03-20
42.224,-88.592,2015-03-20
42.225,-88.578,2015-03-20
42.229,-120.111,2015-02-24
42.231,-97.402,2015-01-20
42.231,-97.009,2015-01-20
42.233,-95.171,2015-04-05
42.234,-94.81,2015-04-27
42.236,-97.402,2015-01-22
42.239,-120.105,2015-03-01
42.239,-85.686,2015-08-24
42.24,-94.641,2015-03-11
42.242,-94.628,2015-03-11
42.245,-92.452,2015-03-31
42.248,-84.628,2015-04-01
42.251,-88.47,2015-04-23
42.252,-87.882,2015-04-24
42.252,-84.737,2015-06-23
42.254,-123.08,2015-02-23
42.254,-96.014,2015-03-31
42.254,-95.949,2015-04-13
42.263,-120.084,2015-01-28
42.263,-96.012,2015-03-31
42.263,-90.375,2015-04-11
42.264,-94.354,2015-04-16
42.266,-72.957,2015-05-14
42.267,-120.085,2015-01-29
42.267,-120.075,2015-01-28
42.277,-120.083,2015-01-31
42.281,-83.163,2015-05-09
42.287,-85.545,2015-03-24
42.287,-83.172,2015-03-17
42.289,-85.533,2015-03-24
42.289,-83.16,2015-03-17
42.29,-83.17,2015-08-22
42.29,-83.17,2015-08-22
42.29,-83.156,2015-08-03
42.291,-83.17,2015-05-22
42.291,-83.165,2015-05-17
42.291,-83.165,2015-05-29
42.291,-83.163,2015-03-17
42.292,-83.166,2015-07-30
42.292,-83.164,2015-06-15
42.293,-94.598,2015-03-11
42.293,-83.161,2015-07-26
42.294,-83.166,2015-09-02
42.294,-83.165,2015-05-04
42.294,-83.163,2015-04-17
42.294,-83.162,2015-09-04
42.294,-83.154,2015-05-06
42.295,-88.945,2015-04-26
42.295,-83.173,2015-08-13
42.295,-83.173,2015-08-13
42.295,-83.168,2015-06-23
42.295,-83.16,2015-09-02
42.295,-83.158,2015-04-20
42.295,-83.152,2015-09-02
42.295,-83.152,2015-08-30
42.296,-83.177,2015-08-11
42.296,-83.177,2015-08-11
42.296,-83.167,2015-08-19
42.296,-83.167,2015-08-19
42.296,-83.167,2015-08-19
42.296,-83.165,2015-07-21
42.296,-83.162,2015-05-09
42.296,-83.154,2015-09-02
42.296,-83.154,2015-05-09
42.297,-83.177,2015-09-06
42.297,-83.17,2015-09-07
42.297,-83.169,2015-08-31
42.297,-83.167,2015-03-15
42.297,-83.166,2015-05-22
42.297,-83.166,2015-04-04
42.297,-83.165,2015-08-30
42.297,-83.163,2015-05-26
42.297,-83.162,2015-05-10
42.297,-83.156,2015-05-08
42.297,-83.154,2015-07-27
42.298,-83.169,2015-09-02
42.298,-83.169,2015-04-28
42.298,-83.169,2015-07-26
42.298,-83.167,2015-06-24
42.298,-83.165,2015-05-07
42.298,-83.156,2015-06-05
42.298,-83.151,2015-05-17
42.298,-83.151,2015-09-03
42.298,-83.148,2015-05-18
42.299,-83.173,2015-08-22
42.299,-83.173,2015-08-22
42.299,-83.159,2015-04-04
42.299,-83.157,2015-08-31
42.299,-83.153,2015-08-31
42.299,-83.152,2015-08-19
42.299,-83.152,2015-08-19
42.299,-83.152,2015-03-15
42.299,-83.152,2015-08-19
42.299,-83.149,2015-07-27
42.299,-83.149,2015-03-28
42.299,-83.149,2015-06-19
42.3,-83.168,2015-07-21
42.3,-83.159,2015-07-18
42.3,-83.159,2015-08-01
42.3,-83.158,2015-04-18
42.3,-83.158,2015-08-17
42.3,-83.153,2015-05-08
42.3,-83.152,2015-07-26
42.301,-83.165,2015-08-31
42.301,-83.156,2015-05-25
42.301,-83.156,2015-03-22
42.301,-83.15,2015-05-24
42.301,-83.147,2015-06-07
42.302,-83.154,2015-04-17
42.302,-83.151,2015-06-23
42.302,-83.151,2015-06-19
42.303,-83.158,2015-06-06
42.303,-83.149,2015-05-29
42.304,-83.167,2015-07-31
42.304,-83.165,2015-06-15
42.304,-83.134,2015-08-16
42.305,-83.151,2015-08-17
42.305,-83.151,2015-08-17
42.305,-83.151,2015-08-17
42.305,-83.144,2015-09-05
42.306,-94.507,2015-03-23
42.306,-88.255,2015-04-23
42.308,-88.243,2015-04-23
42.309,-89.418,2015-04-04
42.309,-83.152,2015-07-27
42.312,-89.439,2015-03-21
42.313,-89.394,2015-04-01
42.317,-111.888,2015-04-07
42.319,-124.132,2015-08-27
42.321,-124.099,2015-08-23
42.322,-124.14,2015-08-24
42.322,-124.14,2015-08-24
42.323,-124.087,2015-08-23
42.323,-124.087,2015-08-23
42.323,-124.087,2015-08-23
42.324,-124.111,2015-08-24
42.325,-93.99,2015-03-28
42.325,-91.739,2015-04-11
42.326,-98.236,2015-04-10
42.326,-90.645,2015-04-14
42.328,-90.633,2015-04-14
42.328,-85.288,2015-08-15
42.328,-85.288,2015-08-15
42.33,-124.166,2015-08-06
42.332,-124.073,2015-08-21
42.332,-124.073,2015-08-21
42.332,-124.073,2015-08-21
42.332,-85.285,2015-06-23
42.333,-89.997,2015-04-28
42.333,-88.454,2015-03-11
42.333,-85.294,2015-06-21
42.334,-124.107,2015-08-27
42.334,-124.076,2015-08-23
42.334,-85.287,2015-09-02
42.334,-85.282,2015-06-23
42.335,-124.123,2015-08-12
42.337,-97.493,2015-04-27
42.337,-96.293,2015-04-30
42.338,-124.122,2015-08-09
42.338,-124.122,2015-08-09
42.338,-124.122,2015-08-09
42.338,-123.108,2015-02-23
42.338,-88.463,2015-03-12
42.339,-124.104,2015-08-19
42.339,-96.305,2015-04-30
42.339,-88.471,2015-03-21
42.34,-124.159,2015-08-06
42.34,-124.159,2015-08-06
42.34,-124.121,2015-08-07
42.34,-124.121,2015-08-07
42.34,-124.121,2015-08-07
42.34,-123.119,2015-02-23
42.34,-93.868,2015-04-27
42.341,-124.134,2015-08-08
42.342,-124.075,2015-08-27
42.343,-124.362,2015-01-02
42.343,-124.113,2015-08-08
42.344,-124.12,2015-08-08
42.344,-124.092,2015-08-19
42.344,-124.092,2015-08-19
42.344,-124.092,2015-08-19
42.345,-124.089,2015-08-21
42.345,-124.089,2015-08-21
42.346,-124.089,2015-08-21
42.346,-96.903,2015-03-31
42.346,-92.585,2015-04-23
42.347,-124.129,2015-08-07
42.348,-124.092,2015-08-21
42.349,-124.123,2015-08-07
42.349,-124.123,2015-08-07
42.349,-124.123,2015-08-07
42.349,-124.106,2015-08-19
42.349,-124.106,2015-08-19
42.349,-96.193,2015-04-29
42.35,-124.13,2015-08-07
42.35,-124.13,2015-08-07
42.35,-124.13,2015-08-07
42.35,-124.125,2015-08-06
42.35,-124.112,2015-08-04
42.35,-91.587,2015-04-16
42.35,-91.163,2015-04-11
42.351,-124.111,2015-08-07
42.351,-124.111,2015-08-07
42.351,-124.111,2015-08-07
42.352,-124.086,2015-08-06
42.352,-124.083,2015-08-25
42.353,-124.116,2015-08-07
42.353,-124.115,2015-08-07
42.353,-124.115,2015-08-07
42.353,-124.115,2015-08-07
42.353,-124.095,2015-08-25
42.354,-124.133,2015-08-06
42.354,-124.116,2015-08-07
42.354,-124.109,2015-08-07
42.355,-124.1,2015-08-07
42.355,-124.1,2015-08-07
42.355,-91.594,2015-04-16
42.357,-124.099,2015-08-05
42.358,-124.097,2015-08-06
42.359,-124.099,2015-08-05
42.359,-124.068,2015-08-25
42.36,-124.103,2015-08-09
42.36,-124.103,2015-08-09
42.36,-124.1,2015-08-04
42.361,-124.123,2015-08-06
42.361,-124.114,2015-08-04
42.361,-124.072,2015-08-26
42.362,-124.102,2015-08-07
42.362,-124.102,2015-08-07
42.362,-124.102,2015-08-07
42.362,-124.101,2015-08-07
42.362,-124.101,2015-08-07
42.362,-124.095,2015-08-05
42.363,-124.118,2015-08-07
42.363,-124.118,2015-08-07
42.363,-124.118,2015-08-07
42.363,-124.088,2015-08-09
42.363,-124.088,2015-08-09
42.363,-124.087,2015-08-09
42.363,-124.078,2015-08-25
42.364,-124.107,2015-08-05
42.364,-124.089,2015-08-07
42.364,-124.089,2015-08-07
42.364,-124.089,2015-08-07
42.364,-124.071,2015-08-26
42.365,-124.116,2015-08-10
42.365,-84.424,2015-03-22
42.366,-124.125,2015-08-08
42.366,-124.118,2015-08-08
42.366,-124.114,2015-08-05
42.366,-124.102,2015-08-12
42.367,-124.132,2015-08-21
42.367,-124.132,2015-08-21
42.367,-124.132,2015-08-21
42.367,-124.101,2015-08-10
42.368,-124.121,2015-08-09
42.368,-124.103,2015-08-08
42.368,-88.183,2015-04-17
42.369,-124.087,2015-08-10
42.371,-124.14,2015-08-19
42.371,-124.099,2015-08-07
42.371,-124.099,2015-08-07
42.372,-124.113,2015-08-16
42.372,-124.113,2015-08-16
42.372,-124.113,2015-08-16
42.372,-124.108,2015-08-10
42.372,-104.879,2015-03-30
42.372,-88.176,2015-04-17
42.373,-124.083,2015-08-17
42.373,-124.083,2015-08-17
42.373,-124.083,2015-08-17
42.373,-124.074,2015-08-10
42.373,-124.07,2015-08-17
42.373,-124.07,2015-08-17
42.373,-124.07,2015-08-17
42.374,-124.127,2015-08-19
42.374,-124.127,2015-08-19
42.374,-124.127,2015-08-19
42.374,-124.048,2015-08-17
42.375,-124.125,2015-08-10
42.375,-124.118,2015-08-10
42.376,-124.134,2015-08-21
42.376,-124.134,2015-08-21
42.376,-124.134,2015-08-21
42.376,-124.096,2015-08-09
42.376,-124.083,2015-08-12
42.376,-124.074,2015-08-10
42.377,-124.132,2015-08-21
42.377,-124.132,2015-08-21
42.377,-124.069,2015-08-18
42.377,-124.069,2015-08-18
42.378,-124.132,2015-08-21
42.378,-124.114,2015-08-16
42.378,-124.114,2015-08-16
42.378,-124.114,2015-08-16
42.378,-124.095,2015-08-12
42.378,-124.069,2015-08-18
42.378,-98.128,2015-04-28
42.379,-124.132,2015-08-21
42.379,-124.125,2015-08-10
42.379,-124.078,2015-08-19
42.379,-124.078,2015-08-19
42.379,-124.078,2015-08-19
42.379,-124.057,2015-08-17
42.379,-124.057,2015-08-17
42.379,-124.057,2015-08-17
42.38,-124.128,2015-08-16
42.38,-124.128,2015-08-16
42.38,-124.128,2015-08-16
42.38,-124.118,2015-08-17
42.38,-112.447,2015-04-03
42.38,-95.945,2015-03-07
42.381,-124.11,2015-08-10
42.381,-124.059,2015-08-16
42.382,-124.105,2015-08-10
42.382,-124.097,2015-08-10
42.382,-124.059,2015-08-16
42.382,-124.059,2015-08-16
42.383,-124.074,2015-08-17
42.384,-124.13,2015-08-19
42.384,-124.13,2015-08-19
42.384,-124.129,2015-08-19
42.384,-124.083,2015-08-10
42.384,-124.045,2015-08-16
42.384,-124.045,2015-08-16
42.384,-124.045,2015-08-16
42.384,-114.096,2015-02-23
42.385,-96.569,2015-03-31
42.386,-124.104,2015-08-15
42.386,-124.104,2015-08-15
42.386,-124.104,2015-08-15
42.386,-124.103,2015-08-16
42.386,-124.103,2015-08-12
42.386,-124.103,2015-08-12
42.386,-124.068,2015-08-10
42.386,-124.053,2015-08-14
42.386,-124.053,2015-08-14
42.386,-124.053,2015-08-14
42.386,-87.958,2015-07-21
42.387,-124.117,2015-08-21
42.387,-124.117,2015-08-21
42.387,-124.117,2015-08-21
42.387,-124.111,2015-08-16
42.387,-124.111,2015-08-16
42.387,-124.111,2015-08-16
42.387,-124.093,2015-08-12
42.387,-124.047,2015-08-17
42.387,-124.047,2015-08-17
42.387,-124.039,2015-08-17
42.388,-124.1,2015-08-12
42.388,-124.025,2015-08-17
42.388,-87.957,2015-06-21
42.389,-124.1,2015-08-12
42.389,-124.049,2015-08-20
42.39,-124.033,2015-08-17
42.39,-124.033,2015-08-17
42.391,-124.124,2015-08-16
42.391,-124.123,2015-08-16
42.391,-124.123,2015-08-16
42.391,-124.118,2015-08-16
42.391,-124.118,2015-08-16
42.391,-124.118,2015-08-16
42.391,-124.111,2015-08-20
42.391,-120.735,2015-05-09
42.392,-124.104,2015-08-15
42.392,-124.052,2015-08-12
42.392,-96.54,2015-03-31
42.393,-124.086,2015-08-10
42.393,-120.748,2015-05-09
42.393,-91.132,2015-04-02
42.395,-124.105,2015-08-16
42.395,-124.104,2015-08-16
42.395,-124.104,2015-08-16
42.395,-124.071,2015-08-10
42.395,-124.04,2015-08-20
42.395,-124.04,2015-08-20
42.396,-124.068,2015-08-10
42.396,-124.054,2015-08-20
42.396,-124.054,2015-08-20
42.396,-124.044,2015-08-17
42.396,-124.044,2015-08-17
42.396,-124.044,2015-08-17
42.397,-124.055,2015-08-20
42.397,-124.055,2015-08-20
42.397,-124.055,2015-08-20
42.397,-104.838,2015-04-08
42.399,-124.068,2015-08-12
42.4,-124.07,2015-08-12
42.4,-124.07,2015-08-12
42.4,-124.058,2015-08-12
42.4,-120.759,2015-05-09
42.404,-124.077,2015-08-12
42.404,-92.029,2015-04-01
42.406,-124.063,2015-08-12
42.408,-92.023,2015-04-01
42.409,-94.872,2015-03-28
42.412,-122.534,2015-04-20
42.412,-110.097,2015-02-25
42.414,-96.516,2015-03-31
42.416,-96.531,2015-03-31
42.416,-89.0,2015-03-17
42.42,-105.592,2015-08-09
42.42,-105.591,2015-08-09
42.42,-105.591,2015-08-09
42.423,-120.271,2015-02-23
42.424,-93.768,2015-03-31
42.424,-88.322,2015-03-17
42.432,-90.764,2015-04-11
42.432,-88.332,2015-03-17
42.433,-120.258,2015-02-23
42.437,-89.25,2015-06-03
42.438,-88.25,2015-07-05
42.439,-89.254,2015-06-09
42.439,-85.419,2015-04-24
42.441,-122.553,2015-03-09
42.443,-93.119,2015-03-31
42.443,-89.222,2015-03-31
42.444,-94.891,2015-03-04
42.449,-91.169,2015-03-31
42.45,-95.105,2015-04-28
42.451,-95.11,2015-04-22
42.452,-120.531,2015-04-19
42.453,-95.12,2015-04-28
42.453,-92.649,2015-03-20
42.46,-89.108,2015-04-15
42.461,-98.444,2015-03-09
42.461,-95.627,2015-04-01
42.462,-123.232,2015-05-01
42.463,-89.786,2015-04-11
42.464,-120.318,2015-01-24
42.465,-120.3,2015-01-24
42.466,-95.65,2015-04-01
42.467,-120.318,2015-01-31
42.469,-105.406,2015-02-07
42.471,-94.672,2015-03-20
42.473,-93.202,2015-03-11
42.476,-89.201,2015-04-11
42.477,-105.415,2015-02-07
42.477,-88.671,2015-05-13
42.48,-120.331,2015-01-08
42.48,-120.306,2015-01-31
42.48,-101.173,2015-04-10
42.48,-92.091,2015-03-27
42.481,-92.079,2015-03-27
42.482,-94.985,2015-03-11
42.483,-105.415,2015-02-07
42.484,-89.265,2015-04-01
42.488,-122.358,2015-05-03
42.488,-101.163,2015-04-10
42.489,-84.087,2015-03-24
42.49,-87.935,2015-04-11
42.49,-83.682,2015-07-27
42.491,-120.589,2015-04-28
42.493,-111.685,2015-08-12
42.497,-82.062,2015-04-11
42.499,-120.615,2015-04-30
42.5,-120.592,2015-04-28
42.502,-120.596,2015-04-30
42.502,-120.588,2015-04-21
42.502,-120.579,2015-04-28
42.507,-120.595,2015-05-01
42.51,-120.594,2015-04-18
42.511,-89.441,2015-04-23
42.513,-87.918,2015-04-29
42.515,-111.729,2015-09-02
42.516,-120.599,2015-04-18
42.519,-124.249,2015-01-30
42.519,-98.173,2015-04-22
42.524,-89.453,2015-04-23
42.524,-89.295,2015-04-26
42.524,-89.277,2015-05-01
42.526,-110.333,2015-03-27
42.527,-82.392,2015-04-15
42.529,-82.404,2015-04-15
42.53,-124.251,2015-01-30
42.53,-89.292,2015-05-01
42.531,-120.483,2015-01-29
42.531,-89.366,2015-04-18
42.533,-110.317,2015-03-27
42.535,-94.787,2015-03-31
42.539,-94.769,2015-03-31
42.539,-94.625,2015-03-31
42.54,-94.764,2015-03-31
42.541,-94.637,2015-03-31
42.542,-71.594,2015-07-22
42.543,-71.596,2015-07-19
42.546,-105.035,2015-09-06
42.548,-94.767,2015-03-31
42.549,-89.382,2015-03-21
42.551,-94.973,2015-03-04
42.554,-89.386,2015-03-21
42.555,-71.755,2015-05-23
42.557,-98.026,2015-04-28
42.562,-113.88,2015-09-02
42.563,-89.145,2015-04-18
42.565,-113.649,2015-03-04
42.567,-113.877,2015-09-02
42.568,-86.088,2015-04-14
42.569,-96.532,2015-03-31
42.572,-97.879,2015-01-27
42.573,-113.884,2015-09-02
42.578,-97.875,2015-01-27
42.581,-113.803,2015-02-11
42.581,-76.215,2015-08-09
42.586,-74.133,2015-04-12
42.589,-124.286,2015-01-29
42.59,-124.298,2015-01-29
42.59,-92.778,2015-04-17
42.59,-89.241,2015-04-01
42.591,-124.3,2015-01-31
42.592,-92.762,2015-04-17
42.596,-114.892,2015-03-06
42.596,-112.128,2015-04-02
42.597,-124.283,2015-01-29
42.598,-88.432,2015-07-21
42.601,-92.491,2015-03-31
42.601,-89.372,2015-05-18
42.602,-113.668,2015-03-19
42.602,-82.512,2015-04-25
42.604,-91.452,2015-03-31
42.605,-95.301,2015-03-23
42.605,-94.242,2015-07-26
42.607,-114.286,2015-03-10
42.607,-91.437,2015-03-31
42.608,-89.15,2015-04-11
42.609,-124.358,2015-01-29
42.609,-89.974,2015-04-01
42.611,-94.23,2015-07-26
42.611,-94.08,2015-04-29
42.613,-70.664,2015-07-03
42.614,-114.807,2015-05-25
42.614,-91.456,2015-03-31
42.615,-114.76,2015-03-30
42.615,-114.711,2015-03-30
42.616,-124.349,2015-01-29
42.616,-114.823,2015-05-25
42.617,-91.44,2015-03-31
42.617,-70.661,2015-08-15
42.62,-115.287,2015-03-10
42.628,-112.146,2015-03-06
42.631,-113.64,2015-03-09
42.632,-116.591,2015-04-21
42.632,-90.06,2015-06-10
42.633,-94.867,2015-04-23
42.635,-89.745,2015-04-19
42.637,-77.771,2015-04-29
42.638,-114.074,2015-03-09
42.639,-89.396,2015-05-02
42.641,-96.038,2015-04-02
42.642,-92.68,2015-04-11
42.643,-94.965,2015-03-11
42.646,-93.379,2015-03-31
42.646,-89.903,2015-04-04
42.647,-96.74,2015-04-22
42.647,-92.686,2015-04-11
42.647,-82.519,2015-04-15
42.649,-84.042,2015-04-15
42.65,-97.733,2015-03-31
42.65,-92.692,2015-04-11
42.652,-92.678,2015-04-11
42.655,-84.018,2015-04-15
42.656,-121.989,2015-03-04
42.659,-90.259,2015-04-28
42.66,-116.908,2015-04-28
42.661,-92.131,2015-04-26
42.666,-123.491,2015-01-13
42.667,-115.277,2015-03-10
42.669,-89.765,2015-05-02
42.67,-90.457,2015-04-15
42.672,-111.605,2015-03-01
42.672,-111.597,2015-07-14
42.672,-111.597,2015-04-29
42.672,-90.14,2015-04-30
42.673,-111.596,2015-05-29
42.673,-111.59,2015-02-18
42.674,-111.585,2015-07-14
42.674,-111.585,2015-07-09
42.675,-111.603,2015-03-08
42.675,-111.602,2015-07-02
42.675,-111.601,2015-06-14
42.675,-111.591,2015-03-01
42.676,-111.596,2015-04-11
42.676,-111.596,2015-05-21
42.676,-111.587,2015-06-19
42.676,-111.585,2015-07-23
42.676,-111.576,2015-08-13
42.676,-111.576,2015-08-13
42.677,-111.6,2015-08-10
42.677,-111.598,2015-04-03
42.677,-111.598,2015-02-24
42.677,-111.59,2015-08-17
42.677,-111.59,2015-08-17
42.677,-111.59,2015-03-08
42.677,-111.59,2015-08-17
42.677,-111.587,2015-06-30
42.677,-111.583,2015-03-20
42.678,-111.6,2015-03-13
42.678,-111.596,2015-06-26
42.678,-111.592,2015-04-21
42.678,-111.592,2015-04-23
42.678,-111.592,2015-05-06
42.678,-111.59,2015-03-08
42.678,-111.59,2015-06-01
42.678,-111.585,2015-06-14
42.678,-111.583,2015-06-16
42.678,-111.566,2015-04-03
42.678,-96.244,2015-04-13
42.679,-111.602,2015-02-19
42.679,-111.601,2015-03-10
42.679,-111.601,2015-02-16
42.679,-111.599,2015-06-10
42.679,-111.594,2015-07-19
42.679,-111.593,2015-09-02
42.679,-111.593,2015-06-28
42.679,-111.591,2015-07-29
42.679,-111.589,2015-04-29
42.679,-111.589,2015-08-24
42.679,-111.589,2015-04-20
42.679,-111.589,2015-06-12
42.679,-111.586,2015-08-13
42.679,-111.582,2015-06-25
42.679,-111.579,2015-07-26
42.68,-111.607,2015-08-19
42.68,-111.607,2015-08-19
42.68,-111.604,2015-08-04
42.68,-111.6,2015-07-11
42.68,-111.598,2015-06-19
42.68,-111.596,2015-07-22
42.68,-111.596,2015-06-16
42.68,-111.596,2015-07-14
42.68,-111.592,2015-05-11
42.68,-111.592,2015-08-13
42.68,-111.592,2015-08-13
42.68,-111.592,2015-08-13
42.68,-111.59,2015-08-22
42.68,-111.59,2015-08-22
42.68,-111.59,2015-08-22
42.68,-111.59,2015-07-07
42.68,-111.59,2015-07-18
42.68,-111.59,2015-03-09
42.68,-111.587,2015-07-30
42.68,-111.585,2015-08-29
42.68,-111.583,2015-07-03
42.68,-111.573,2015-08-25
42.681,-111.605,2015-03-08
42.681,-111.603,2015-02-13
42.681,-111.602,2015-04-29
42.681,-111.601,2015-03-31
42.681,-111.599,2015-08-10
42.681,-111.597,2015-08-15
42.681,-111.597,2015-08-15
42.681,-111.597,2015-08-15
42.681,-111.597,2015-08-13
42.681,-111.597,2015-08-13
42.681,-111.595,2015-05-03
42.681,-111.595,2015-07-03
42.681,-111.595,2015-04-30
42.681,-111.594,2015-03-01
42.681,-111.594,2015-07-28
42.681,-111.591,2015-03-26
42.681,-111.589,2015-06-30
42.681,-111.588,2015-08-15
42.681,-111.588,2015-08-15
42.681,-111.586,2015-03-27
42.681,-111.586,2015-04-13
42.681,-111.584,2015-03-13
42.681,-111.584,2015-06-24
42.681,-111.582,2015-07-11
42.681,-111.582,2015-07-19
42.681,-111.582,2015-02-24
42.681,-111.582,2015-06-09
42.681,-111.581,2015-07-28
42.681,-111.581,2015-03-31
42.681,-111.581,2015-06-23
42.681,-111.58,2015-08-28
42.681,-111.579,2015-07-11
42.681,-93.496,2015-03-31
42.682,-111.598,2015-02-18
42.682,-111.596,2015-03-13
42.682,-111.592,2015-02-18
42.682,-111.59,2015-05-04
42.682,-111.59,2015-08-04
42.682,-111.587,2015-04-03
42.682,-111.587,2015-02-13
42.682,-111.585,2015-06-19
42.682,-111.585,2015-03-10
42.682,-111.583,2015-01-26
42.682,-92.849,2015-03-27
42.683,-111.6,2015-04-16
42.683,-111.596,2015-01-26
42.683,-111.592,2015-03-31
42.683,-111.59,2015-06-27
42.683,-111.583,2015-07-03
42.683,-111.583,2015-06-28
42.683,-111.576,2015-04-19
42.683,-96.569,2015-04-26
42.683,-94.876,2015-03-31
42.684,-121.985,2015-03-07
42.684,-111.6,2015-02-13
42.684,-111.596,2015-06-17
42.684,-111.596,2015-05-30
42.684,-111.596,2015-03-29
42.684,-111.592,2015-07-12
42.684,-111.592,2015-06-12
42.684,-111.59,2015-07-13
42.684,-111.59,2015-05-11
42.684,-111.587,2015-06-21
42.684,-111.587,2015-09-05
42.684,-111.585,2015-02-14
42.684,-111.585,2015-02-09
42.684,-111.583,2015-01-08
42.684,-111.583,2015-08-04
42.684,-111.577,2015-03-06
42.684,-111.562,2015-03-27
42.685,-111.615,2015-03-20
42.685,-111.598,2015-08-17
42.685,-111.598,2015-08-17
42.685,-111.598,2015-08-17
42.685,-111.598,2015-08-17
42.685,-111.598,2015-03-13
42.685,-111.598,2015-07-17
42.685,-111.596,2015-06-21
42.685,-111.592,2015-06-08
42.685,-111.592,2015-05-13
42.685,-111.59,2015-08-30
42.685,-111.59,2015-07-26
42.685,-111.587,2015-06-29
42.685,-111.585,2015-07-25
42.685,-111.583,2015-03-19
42.686,-111.61,2015-03-27
42.686,-111.599,2015-06-15
42.686,-111.599,2015-03-06
42.686,-111.597,2015-02-09
42.686,-111.595,2015-03-19
42.686,-111.595,2015-02-16
42.686,-111.595,2015-08-21
42.686,-111.595,2015-01-08
42.686,-111.595,2015-07-30
42.686,-111.594,2015-04-19
42.686,-111.593,2015-07-02
42.686,-111.593,2015-06-29
42.686,-111.591,2015-06-26
42.686,-111.589,2015-03-20
42.686,-111.588,2015-02-15
42.686,-111.588,2015-06-13
42.686,-111.586,2015-03-01
42.686,-111.584,2015-03-20
42.686,-111.582,2015-06-26
42.687,-111.592,2015-07-02
42.687,-111.592,2015-06-14
42.687,-111.59,2015-04-27
42.687,-111.59,2015-08-13
42.687,-111.59,2015-03-29
42.687,-111.59,2015-08-13
42.687,-111.585,2015-07-31
42.687,-111.585,2015-06-15
42.687,-111.583,2015-08-06
42.687,-92.86,2015-03-27
42.688,-111.595,2015-02-20
42.688,-111.594,2015-06-26
42.688,-111.593,2015-08-27
42.688,-111.591,2015-01-06
42.688,-111.589,2015-08-13
42.688,-111.584,2015-08-10
42.688,-111.578,2015-06-23
42.69,-118.876,2015-02-24
42.69,-114.294,2015-03-20
42.69,-111.594,2015-04-03
42.69,-111.586,2015-05-26
42.69,-111.584,2015-03-31
42.69,-111.584,2015-07-02
42.69,-92.49,2015-04-05
42.691,-118.864,2015-02-11
42.692,-111.601,2015-03-27
42.693,-118.858,2015-02-24
42.694,-94.887,2015-03-31
42.696,-118.882,2015-02-24
42.696,-84.638,2015-05-22
42.696,-82.073,2015-05-28
42.699,-91.261,2015-03-20
42.701,-118.85,2015-02-24
42.701,-73.851,2015-04-30
42.703,-118.878,2015-02-24
42.703,-73.865,2015-04-30
42.706,-120.726,2015-02-18
42.707,-89.622,2015-04-16
42.707,-88.678,2015-04-16
42.708,-102.47,2015-07-20
42.71,-73.884,2015-07-16
42.711,-89.615,2015-04-16
42.711,-88.626,2015-04-17
42.713,-114.429,2015-03-10
42.714,-96.317,2015-04-24
42.717,-93.185,2015-04-01
42.719,-96.509,2015-04-30
42.721,-73.878,2015-07-16
42.722,-88.603,2015-03-31
42.727,-92.039,2015-03-31
42.728,-115.105,2015-03-06
42.728,-92.051,2015-03-31
42.73,-98.191,2015-03-28
42.738,-106.308,2015-04-11
42.745,-102.105,2015-03-16
42.747,-93.142,2015-03-28
42.748,-102.101,2015-03-16
42.749,-114.802,2015-05-25
42.75,-97.938,2015-03-09
42.752,-97.932,2015-03-09
